,Math,Science,Literature,History,Art,Computer Science,Economics,Technology,Healthcare,Business,Arts,Education,Engineering,Analytical,Creative,Social
S1621,98.0,85.0,69.0,73.0,64.0,81.0,70.0,2.0,4.0,4.0,3.0,3.0,1.0,0.18163779929545654,0.1513534468103217,0.5897968828579987
S1622,88.0,66.0,77.0,90.0,79.0,94.0,66.0,1.0,5.0,5.0,2.0,3.0,3.0,0.08576226316755398,0.20770093689182256,0.545376495813608
S1623,89.0,63.0,89.0,89.0,89.0,77.0,69.0,3.0,3.0,1.0,4.0,5.0,5.0,0.13305680990918267,0.24827181579607915,0.9067910338329511
S1624,73.0,95.0,82.0,71.0,71.0,93.0,85.0,3.0,3.0,1.0,1.0,5.0,3.0,0.6971175184723853,0.3068814279732409,0.877355122354281
S1625,65.0,96.0,74.0,98.0,78.0,99.0,82.0,3.0,5.0,1.0,5.0,1.0,1.0,0.25028480826996446,0.5890827103145968,0.368494337644248
S1626,95.0,72.0,90.0,96.0,85.0,77.0,92.0,1.0,3.0,5.0,1.0,4.0,1.0,0.7521494093589222,0.37158735593793457,0.2488616726725884
S1627,99.0,91.0,63.0,78.0,66.0,94.0,85.0,1.0,1.0,2.0,4.0,3.0,5.0,0.6077046074677102,0.7453404417167676,0.5363636881854472
S1628,82.0,93.0,66.0,70.0,67.0,72.0,91.0,5.0,5.0,3.0,1.0,4.0,5.0,0.7162882856899612,0.4220162053645726,0.7954461450599076
S1629,93.0,77.0,74.0,83.0,80.0,77.0,73.0,2.0,2.0,4.0,5.0,1.0,5.0,0.5850246795445461,0.19624998478466726,0.8907517031004873
S1630,78.0,72.0,75.0,61.0,93.0,85.0,81.0,1.0,5.0,2.0,3.0,4.0,1.0,0.8368239579294403,0.963912209172821,0.5690085163706873
S1631,79.0,88.0,77.0,88.0,86.0,94.0,88.0,3.0,1.0,4.0,3.0,3.0,4.0,0.6757409840972446,0.8635792362293124,0.05259133209316691
S1632,65.0,96.0,84.0,80.0,90.0,99.0,75.0,4.0,1.0,3.0,4.0,1.0,5.0,0.9122046333888896,0.27116342089129075,0.05704368169161056
S1633,73.0,65.0,70.0,86.0,97.0,64.0,74.0,4.0,3.0,5.0,4.0,2.0,3.0,0.23760698684075587,0.5863599633716104,0.04784699874170739
S1634,97.0,75.0,77.0,92.0,94.0,83.0,94.0,3.0,1.0,2.0,4.0,2.0,4.0,0.0007647663224981116,0.6393626731324085,0.45338734743770115
S1635,66.0,73.0,89.0,83.0,74.0,72.0,78.0,1.0,5.0,2.0,3.0,4.0,2.0,0.8443302510152692,0.25754728685861605,0.28070760432514863
S1636,88.0,81.0,61.0,98.0,72.0,95.0,97.0,4.0,2.0,3.0,4.0,4.0,5.0,0.07754640390916656,0.5385116799279422,0.3659043898937737
S1637,77.0,74.0,94.0,76.0,72.0,81.0,99.0,1.0,2.0,3.0,5.0,5.0,1.0,0.33970784848572566,0.4576326742181135,0.8496873767887041
S1638,80.0,85.0,63.0,66.0,69.0,74.0,85.0,3.0,2.0,4.0,1.0,4.0,5.0,0.10518859586562934,0.5235936275201628,0.1964350036947835
S1639,75.0,99.0,93.0,76.0,97.0,75.0,93.0,4.0,2.0,2.0,4.0,4.0,1.0,0.21239119735624956,0.256735212038933,0.45940169272706144
S1640,88.0,77.0,70.0,71.0,96.0,61.0,77.0,2.0,4.0,3.0,1.0,1.0,1.0,0.49440004930745585,0.8715112616315541,0.8921121406377666
S1641,97.0,92.0,68.0,74.0,87.0,67.0,95.0,1.0,4.0,5.0,3.0,5.0,5.0,0.5866642030440817,0.2814041556538661,0.8184369909095696
S1642,98.0,67.0,78.0,63.0,86.0,72.0,97.0,4.0,1.0,1.0,4.0,4.0,2.0,0.792881993536481,0.7979534326999699,0.016367583502369443
S1643,80.0,85.0,82.0,89.0,90.0,90.0,75.0,1.0,3.0,2.0,5.0,1.0,4.0,0.7538638580067997,0.8527194571309146,0.6050329383099669
S1644,66.0,76.0,83.0,79.0,98.0,86.0,61.0,4.0,4.0,1.0,3.0,4.0,1.0,0.7512441979382037,0.7761702068289195,0.506583405717689
S1645,60.0,93.0,86.0,96.0,65.0,97.0,86.0,5.0,2.0,1.0,1.0,4.0,2.0,0.8136207162153188,0.7922909735010759,0.9161043569633351
S1646,75.0,94.0,86.0,94.0,95.0,97.0,87.0,2.0,4.0,3.0,1.0,4.0,3.0,0.9213736321187017,0.5297145830119809,0.03149384007553757
S1647,62.0,90.0,62.0,97.0,83.0,85.0,87.0,4.0,5.0,3.0,3.0,2.0,1.0,0.01910690644874735,0.9389267016062286,0.3373610858950793
S1648,68.0,96.0,86.0,62.0,87.0,91.0,94.0,4.0,4.0,1.0,1.0,2.0,1.0,0.3775332030583438,0.46990802940201537,0.26579899720120403
S1649,66.0,66.0,80.0,91.0,97.0,79.0,67.0,5.0,2.0,3.0,1.0,3.0,2.0,0.590414194811714,0.7846203915962507,0.25734163704079416
S1650,63.0,85.0,74.0,65.0,91.0,64.0,65.0,5.0,5.0,1.0,5.0,4.0,2.0,0.7430612577708977,0.6720191432585503,0.5255834628056628
S1651,62.0,88.0,78.0,69.0,66.0,60.0,60.0,5.0,2.0,2.0,4.0,1.0,2.0,0.3254420970460341,0.8727744596449202,0.40279607171202625
S1652,76.0,81.0,95.0,73.0,65.0,89.0,92.0,4.0,5.0,3.0,1.0,3.0,4.0,0.37466306822422635,0.6413708514377688,0.9203316576991686
S1653,79.0,75.0,63.0,93.0,60.0,72.0,67.0,2.0,4.0,1.0,1.0,5.0,4.0,0.5080179187207041,0.7226906635544305,0.4568830248960084
S1654,81.0,63.0,93.0,96.0,82.0,79.0,83.0,1.0,4.0,5.0,5.0,4.0,1.0,0.21880765100683752,0.12395232625838204,0.13632643649937914
S1655,86.0,72.0,64.0,75.0,97.0,88.0,85.0,2.0,2.0,5.0,1.0,5.0,5.0,0.021325715860515793,0.5529022770881102,0.13110597937400448
S1656,81.0,83.0,72.0,80.0,60.0,63.0,62.0,5.0,5.0,4.0,4.0,1.0,1.0,0.8656983409410942,0.9828975246680121,0.4958687267810753
S1657,82.0,75.0,72.0,98.0,90.0,83.0,74.0,3.0,2.0,4.0,1.0,5.0,4.0,0.44967394595013277,0.3480724754071729,0.6380269455093531
S1658,64.0,81.0,81.0,70.0,83.0,69.0,93.0,2.0,4.0,2.0,3.0,1.0,2.0,0.608027092014717,0.34338212092725406,0.3431666517365032
S1659,70.0,88.0,81.0,92.0,67.0,91.0,99.0,3.0,4.0,1.0,2.0,2.0,1.0,0.6448038333165996,0.5545461822303767,0.7185554277383682
S1660,82.0,64.0,90.0,88.0,65.0,84.0,84.0,4.0,4.0,5.0,4.0,1.0,3.0,0.9413923495041605,0.7795915609996673,0.30434570803370775
S1661,90.0,73.0,76.0,75.0,87.0,68.0,61.0,1.0,2.0,5.0,5.0,3.0,2.0,0.7591224338506772,0.45002452731221254,0.7776563906876931
S1662,63.0,79.0,95.0,96.0,65.0,60.0,62.0,4.0,4.0,4.0,1.0,4.0,2.0,0.8865712705504752,0.24993934912990223,0.23864501152995654
S1663,96.0,62.0,92.0,74.0,63.0,74.0,66.0,5.0,1.0,4.0,2.0,3.0,2.0,0.43262490827414535,0.05153387364801676,0.6856859392769067
S1664,63.0,62.0,82.0,73.0,65.0,92.0,68.0,5.0,2.0,2.0,1.0,5.0,4.0,0.749701079573361,0.34543000530189094,0.46528525309672586
S1665,71.0,94.0,90.0,62.0,95.0,72.0,72.0,5.0,3.0,5.0,1.0,4.0,5.0,0.5903565871252286,0.07359784601550046,0.7112975338654591
S1666,93.0,80.0,93.0,87.0,94.0,73.0,77.0,4.0,1.0,2.0,3.0,5.0,4.0,0.526701670749045,0.6242622822227224,0.7238305808508831
S1667,78.0,78.0,92.0,94.0,79.0,88.0,67.0,5.0,1.0,2.0,1.0,4.0,5.0,0.6755587407731556,0.0953215886856319,0.7825920761157946
S1668,84.0,76.0,60.0,97.0,89.0,87.0,92.0,4.0,1.0,5.0,4.0,5.0,3.0,0.6100465818337363,0.7148808420070504,0.26150172501208835
S1669,72.0,83.0,96.0,81.0,72.0,99.0,71.0,1.0,1.0,3.0,2.0,4.0,2.0,0.22142721918425756,0.8260922778607862,0.39038918490286023
S1670,66.0,95.0,88.0,88.0,85.0,86.0,83.0,5.0,4.0,4.0,4.0,3.0,1.0,0.5753467224050782,0.5515954723662168,0.5851668224530189
S1671,90.0,66.0,76.0,92.0,93.0,77.0,64.0,3.0,3.0,3.0,2.0,3.0,1.0,0.06950642746649416,0.30247364561658563,0.06648053948641763
S1672,60.0,66.0,93.0,62.0,95.0,94.0,71.0,4.0,2.0,3.0,3.0,4.0,4.0,0.4801609752686542,0.902098680406989,0.38917618331427906
S1673,74.0,63.0,92.0,75.0,88.0,65.0,96.0,2.0,1.0,2.0,4.0,1.0,3.0,0.7824497539306405,0.28724635893503014,0.8562657720368057
S1674,82.0,72.0,60.0,71.0,86.0,84.0,81.0,3.0,5.0,4.0,5.0,2.0,2.0,0.4195031088744642,0.35521741565089715,0.6974796045377959
S1675,93.0,77.0,75.0,88.0,89.0,89.0,79.0,1.0,4.0,1.0,1.0,2.0,2.0,0.5127572822557825,0.3373200447351823,0.05809222947747661
S1676,81.0,93.0,63.0,90.0,73.0,67.0,96.0,4.0,2.0,4.0,5.0,3.0,5.0,0.16663932381659985,0.7723237171265864,0.9207317075620071
S1677,64.0,67.0,70.0,88.0,80.0,98.0,72.0,2.0,3.0,3.0,1.0,3.0,4.0,0.16883828477532792,0.5694412215082058,0.03417369393925351
S1678,78.0,62.0,93.0,97.0,78.0,91.0,95.0,2.0,2.0,1.0,1.0,2.0,1.0,0.29084345724977867,0.44878795902045154,0.7358778672988096
S1679,98.0,73.0,66.0,79.0,91.0,90.0,81.0,3.0,3.0,4.0,1.0,2.0,5.0,0.04410785346981849,0.7812306510028161,0.20264776430531906
S1680,64.0,90.0,74.0,76.0,96.0,78.0,69.0,2.0,5.0,5.0,4.0,5.0,3.0,0.7595317710449209,0.6254708117859797,0.33957583692430227
S1681,93.0,84.0,96.0,87.0,74.0,79.0,72.0,3.0,4.0,2.0,2.0,2.0,2.0,0.723751480791174,0.23632258381392257,0.21972795901587916
S1682,79.0,90.0,77.0,87.0,63.0,83.0,68.0,3.0,3.0,4.0,4.0,4.0,2.0,0.06174475817451586,0.3930771738241009,0.0977066311026823
S1683,91.0,91.0,98.0,80.0,98.0,86.0,95.0,2.0,3.0,3.0,1.0,1.0,2.0,0.41950090535964557,0.009803576077060727,0.15508334715777772
S1684,67.0,78.0,88.0,78.0,64.0,81.0,94.0,3.0,2.0,5.0,1.0,4.0,2.0,0.9323719406921996,0.7955618161704119,0.23616359073554494
S1685,69.0,74.0,61.0,81.0,94.0,98.0,78.0,5.0,4.0,5.0,3.0,3.0,3.0,0.7182920070713487,0.6684817910754367,0.17692561404380525
S1686,71.0,93.0,79.0,66.0,83.0,62.0,65.0,4.0,4.0,3.0,4.0,3.0,2.0,0.37105852701074926,0.9137057425616368,0.7387178832056503
S1687,92.0,93.0,92.0,88.0,82.0,63.0,64.0,3.0,1.0,2.0,3.0,1.0,3.0,0.7603491963064923,0.563886033734629,0.665539798735106
S1688,93.0,75.0,99.0,62.0,73.0,92.0,87.0,2.0,3.0,4.0,3.0,2.0,5.0,0.5087384762683055,0.7408938033362336,0.7327276454216958
S1689,74.0,63.0,79.0,84.0,94.0,98.0,81.0,3.0,4.0,2.0,1.0,5.0,3.0,0.03108318757224693,0.6317743926397636,0.6298136637241806
S1690,94.0,87.0,69.0,75.0,82.0,78.0,60.0,2.0,4.0,4.0,2.0,4.0,5.0,0.0673199655996316,0.41038126517364293,0.8987891236123298
S1691,60.0,85.0,93.0,61.0,87.0,79.0,86.0,1.0,4.0,4.0,1.0,5.0,5.0,0.9534388247033142,0.7822109477132184,0.15147118897085
S1692,87.0,90.0,66.0,67.0,91.0,70.0,85.0,5.0,4.0,4.0,5.0,4.0,3.0,0.3747199567880547,0.18255334921708932,0.6521361361606152
S1693,84.0,66.0,79.0,89.0,60.0,77.0,67.0,4.0,5.0,2.0,5.0,2.0,4.0,0.773144451312675,0.8837657186246018,0.8606484754683704
S1694,88.0,99.0,81.0,91.0,99.0,73.0,61.0,4.0,2.0,5.0,1.0,1.0,5.0,0.09920992766091086,0.12567400697904285,0.9096718129420688
S1695,94.0,66.0,62.0,74.0,93.0,81.0,77.0,4.0,2.0,2.0,5.0,5.0,3.0,0.8437844319179327,0.46037816504943985,0.4300520917771532
S1696,77.0,93.0,95.0,98.0,97.0,96.0,77.0,2.0,3.0,4.0,2.0,5.0,5.0,0.5527996748831201,0.596635849881623,0.25421656043430474
S1697,99.0,88.0,71.0,77.0,90.0,74.0,99.0,4.0,1.0,3.0,5.0,2.0,2.0,0.40374176347725244,0.6196929641389178,0.2062673860691122
S1698,89.0,95.0,87.0,74.0,92.0,61.0,67.0,2.0,4.0,1.0,3.0,2.0,2.0,0.9988332376332111,0.2829394522920373,0.5524152780219997
S1699,92.0,94.0,77.0,85.0,80.0,87.0,79.0,5.0,1.0,5.0,4.0,4.0,3.0,0.554159593732457,0.4514852283891039,0.24154345667714427
S1700,79.0,63.0,95.0,93.0,72.0,90.0,98.0,4.0,3.0,5.0,2.0,2.0,1.0,0.5653530723355195,0.09101441535011068,0.38692611333553373
S1701,66.0,76.0,71.0,89.0,93.0,81.0,80.0,4.0,1.0,1.0,2.0,4.0,2.0,0.2242521950160038,0.12417777396894636,0.9254829308811575
S1702,68.0,71.0,76.0,75.0,64.0,78.0,87.0,1.0,4.0,2.0,3.0,3.0,5.0,0.6999429149432733,0.16882888234113325,0.9493958605995163
S1703,76.0,81.0,94.0,74.0,78.0,85.0,94.0,5.0,4.0,5.0,4.0,1.0,3.0,0.2159921081477576,0.23561326379723857,0.1332703755450615
S1704,82.0,69.0,81.0,70.0,85.0,60.0,95.0,4.0,1.0,3.0,2.0,1.0,2.0,0.7278531354314829,0.5708754326348959,0.05825113241487068
S1705,80.0,67.0,79.0,76.0,74.0,80.0,60.0,5.0,4.0,3.0,5.0,1.0,5.0,0.02529994941496294,0.5326594877757307,0.6515311919226869
S1706,62.0,90.0,90.0,80.0,82.0,76.0,81.0,2.0,2.0,4.0,5.0,3.0,2.0,0.8228736165158667,0.47827292415553935,0.6765304787590571
S1707,81.0,95.0,67.0,67.0,73.0,97.0,83.0,1.0,5.0,3.0,3.0,3.0,3.0,0.733655660957089,0.6130526929781059,0.3522162523674264
S1708,81.0,74.0,79.0,86.0,87.0,81.0,90.0,2.0,4.0,5.0,2.0,4.0,3.0,0.1318954830276431,0.6475385445295018,0.7686963318123997
S1709,68.0,82.0,64.0,98.0,76.0,99.0,64.0,1.0,3.0,4.0,4.0,1.0,2.0,0.18982711865396174,0.4948667190814813,0.39724538478695437
S1710,66.0,67.0,66.0,81.0,97.0,80.0,63.0,1.0,3.0,5.0,2.0,5.0,5.0,0.2057030755253163,0.24531314986183683,0.23767414832767608
S1711,91.0,88.0,89.0,62.0,64.0,78.0,67.0,2.0,3.0,4.0,3.0,4.0,4.0,0.4189309544933649,0.390461918331774,0.5541787322267724
S1712,96.0,90.0,86.0,72.0,65.0,60.0,89.0,2.0,2.0,1.0,5.0,5.0,5.0,0.09321068986263581,0.5812503359042619,0.021846088289812382
S1713,70.0,90.0,75.0,74.0,64.0,74.0,60.0,5.0,1.0,4.0,1.0,2.0,3.0,0.25737512834032095,0.502138013979457,0.6869363033846573
S1714,74.0,95.0,98.0,67.0,81.0,86.0,93.0,4.0,4.0,1.0,2.0,2.0,4.0,0.7712656236145972,0.035561316266380594,0.537486887966994
S1715,89.0,71.0,61.0,97.0,81.0,76.0,94.0,1.0,5.0,4.0,5.0,3.0,2.0,0.35443659252262427,0.6949089202882615,0.28377976211163414
S1716,82.0,88.0,88.0,78.0,76.0,67.0,66.0,4.0,3.0,5.0,4.0,3.0,4.0,0.7437236296274504,0.6022369078366592,0.7896723837176005
S1717,70.0,62.0,61.0,78.0,87.0,87.0,84.0,3.0,3.0,5.0,2.0,1.0,3.0,0.984393958071329,0.9085859771641669,0.5932901948462174
S1718,70.0,99.0,61.0,71.0,97.0,71.0,84.0,2.0,1.0,5.0,4.0,2.0,4.0,0.8937621774079746,0.15308981285480427,0.04303515692194859
S1719,96.0,90.0,76.0,71.0,89.0,61.0,75.0,4.0,1.0,2.0,3.0,1.0,2.0,0.5331332499036143,0.9743697761388606,0.7097364474419073
S1720,60.0,93.0,60.0,95.0,62.0,93.0,71.0,3.0,4.0,5.0,5.0,1.0,3.0,0.3051424035836312,0.66877135280711,0.03990771310470165
S1721,86.0,96.0,84.0,71.0,92.0,68.0,60.0,3.0,5.0,3.0,2.0,2.0,5.0,0.4706196206604849,0.23725568341332903,0.049198151562231174
S1722,82.0,87.0,62.0,97.0,95.0,64.0,88.0,4.0,4.0,4.0,5.0,1.0,3.0,0.24991038070618543,0.7224604313277683,0.5511887822667607
S1723,72.0,63.0,65.0,97.0,65.0,70.0,86.0,2.0,2.0,1.0,3.0,4.0,2.0,0.02343489828745504,0.4097377531539961,0.7521711045335918
S1724,94.0,99.0,63.0,86.0,75.0,77.0,66.0,4.0,4.0,5.0,5.0,3.0,2.0,0.9546046935633513,0.8743575708590344,0.0015197512299724991
S1725,70.0,67.0,65.0,64.0,65.0,97.0,61.0,5.0,3.0,1.0,4.0,2.0,2.0,0.21870199702682036,0.20773688424188563,0.4130946300277425
S1726,90.0,98.0,91.0,68.0,74.0,80.0,87.0,3.0,5.0,4.0,4.0,2.0,2.0,0.6457545645423408,0.1530690608812627,0.9156786940054562
S1727,86.0,64.0,76.0,96.0,83.0,90.0,94.0,4.0,1.0,3.0,1.0,5.0,1.0,0.7771169148214385,0.4193319373276432,0.583993476274192
S1728,63.0,79.0,76.0,69.0,96.0,80.0,80.0,1.0,5.0,3.0,4.0,1.0,3.0,0.5418020052824397,0.582230055677077,0.8601152537495684
S1729,75.0,92.0,69.0,77.0,92.0,88.0,90.0,5.0,3.0,1.0,4.0,5.0,5.0,0.20011963945067335,0.6837139686758529,0.10703280013748617
S1730,83.0,71.0,79.0,65.0,67.0,73.0,64.0,1.0,3.0,4.0,5.0,1.0,1.0,0.4591639747890438,0.6358388689485049,0.012501661146784304
S1731,95.0,97.0,62.0,95.0,81.0,67.0,73.0,2.0,2.0,3.0,1.0,3.0,3.0,0.1080662640073431,0.0912667694247723,0.37469260760114476
S1732,66.0,63.0,78.0,83.0,75.0,65.0,67.0,4.0,2.0,3.0,4.0,4.0,2.0,0.6220089568784477,0.995965030465636,0.25407888534171674
S1733,84.0,91.0,84.0,69.0,76.0,62.0,68.0,2.0,1.0,3.0,4.0,1.0,3.0,0.13595953149158946,0.4147626483876188,0.14597543266845636
S1734,77.0,89.0,64.0,91.0,86.0,80.0,83.0,3.0,1.0,4.0,1.0,3.0,1.0,0.024544542598428754,0.563959058988316,0.8795725132259077
S1735,97.0,62.0,75.0,74.0,84.0,67.0,63.0,1.0,3.0,2.0,4.0,3.0,2.0,0.8608501051206907,0.1007885728185749,0.14747691529788698
S1736,91.0,94.0,89.0,98.0,89.0,76.0,78.0,1.0,2.0,3.0,3.0,1.0,3.0,0.49112099315837365,0.36771652013844114,0.7030745427681897
S1737,90.0,76.0,61.0,96.0,88.0,89.0,81.0,5.0,2.0,5.0,5.0,2.0,3.0,0.4949410002119181,0.020118178687317134,0.2845641782794327
S1738,97.0,70.0,92.0,78.0,62.0,99.0,81.0,2.0,1.0,5.0,5.0,3.0,2.0,0.9014918706917953,0.5115088268743205,0.7979487517031589
S1739,77.0,89.0,60.0,79.0,64.0,71.0,70.0,4.0,3.0,3.0,3.0,2.0,3.0,0.4022960992769272,0.676963647846239,0.16900321723695932
S1740,83.0,77.0,67.0,88.0,81.0,61.0,82.0,1.0,1.0,5.0,5.0,2.0,4.0,0.7365332672216834,0.7865810464168156,0.09014025911594548
S1741,75.0,67.0,63.0,73.0,68.0,70.0,97.0,5.0,5.0,5.0,5.0,3.0,5.0,0.18331074305329353,0.4628892735895028,0.6374367364076315
S1742,75.0,72.0,95.0,95.0,76.0,73.0,88.0,2.0,3.0,3.0,2.0,4.0,5.0,0.6374913345748431,0.6682029805757095,0.7144152469996997
S1743,76.0,60.0,79.0,92.0,61.0,76.0,82.0,1.0,4.0,5.0,1.0,3.0,3.0,0.5057666377208738,0.5748554892513662,0.008406133808297467
S1744,81.0,60.0,71.0,72.0,73.0,69.0,71.0,3.0,5.0,2.0,3.0,3.0,3.0,0.16660070534223625,0.49856404209491756,0.745593058070356
S1745,81.0,77.0,98.0,78.0,89.0,74.0,98.0,5.0,1.0,4.0,3.0,4.0,2.0,0.8089249000233989,0.7289436920805519,0.4864027232852096
S1746,73.0,68.0,64.0,92.0,64.0,83.0,67.0,2.0,2.0,3.0,4.0,1.0,5.0,0.2812775478468673,0.4447161602415107,0.009294898090054682
S1747,78.0,71.0,67.0,67.0,97.0,79.0,88.0,4.0,5.0,4.0,3.0,1.0,3.0,0.5979594561118253,0.07456690410996147,0.14539009487371213
S1748,93.0,77.0,60.0,70.0,94.0,91.0,75.0,2.0,1.0,4.0,3.0,5.0,3.0,0.6259766204522629,0.013348672345749324,0.5735553332944306
S1749,65.0,68.0,99.0,81.0,67.0,91.0,85.0,3.0,4.0,4.0,2.0,1.0,3.0,0.6383800873202798,0.7882750135168789,0.06803052796352238
S1750,77.0,96.0,71.0,97.0,93.0,63.0,75.0,5.0,4.0,4.0,2.0,1.0,2.0,0.0029316633965185135,0.7668578939298571,0.2900538791991588
S1751,83.0,73.0,76.0,90.0,63.0,93.0,97.0,4.0,5.0,2.0,3.0,4.0,4.0,0.8872052215235805,0.18496859412476419,0.585505755348744
S1752,97.0,62.0,67.0,71.0,94.0,61.0,88.0,2.0,5.0,2.0,5.0,4.0,2.0,0.109409664354148,0.4026901484044082,0.8820643949689303
S1753,82.0,92.0,77.0,99.0,81.0,73.0,88.0,1.0,2.0,2.0,1.0,1.0,3.0,0.6083475084104389,0.6896170357664869,0.2259703304041497
S1754,74.0,74.0,63.0,95.0,64.0,62.0,71.0,1.0,5.0,3.0,5.0,3.0,3.0,0.922750920368031,0.6234824403478229,0.10588548421982313
S1755,79.0,79.0,98.0,98.0,60.0,62.0,68.0,5.0,4.0,4.0,2.0,4.0,2.0,0.015552247836587596,0.015922516513863116,0.05121179221585359
S1756,79.0,68.0,90.0,87.0,94.0,99.0,97.0,4.0,2.0,2.0,1.0,2.0,5.0,0.911615862271614,0.3583787296697961,0.2982325275453267
S1757,61.0,62.0,73.0,76.0,94.0,63.0,89.0,5.0,2.0,5.0,4.0,5.0,1.0,0.4165457233451677,0.40957158019735407,0.2384932756895768
S1758,98.0,73.0,86.0,72.0,79.0,83.0,69.0,5.0,4.0,4.0,2.0,3.0,4.0,0.09182800958495085,0.10862659262540131,0.5991886982271626
S1759,66.0,76.0,81.0,70.0,82.0,81.0,99.0,2.0,2.0,5.0,5.0,2.0,1.0,0.3968350516397654,0.9024553879162182,0.4637367104876744
S1760,77.0,85.0,89.0,72.0,63.0,86.0,99.0,2.0,5.0,4.0,1.0,3.0,4.0,0.5034915757093484,0.9282449812962554,0.5016407394901954
S1761,69.0,87.0,80.0,70.0,79.0,95.0,78.0,5.0,4.0,4.0,5.0,4.0,2.0,0.5019819775543107,0.36316298029330096,0.7104118603834132
S1762,69.0,74.0,77.0,66.0,89.0,73.0,96.0,1.0,5.0,1.0,2.0,5.0,2.0,0.3922276681516593,0.5883221703998907,0.44739534372807843
S1763,89.0,86.0,96.0,76.0,89.0,77.0,62.0,3.0,3.0,3.0,1.0,3.0,3.0,0.5287448609658861,0.8270272991617061,0.41373302134269896
S1764,87.0,96.0,89.0,80.0,79.0,81.0,95.0,2.0,4.0,4.0,3.0,4.0,3.0,0.23007780601965844,0.5703204254480023,0.9375088185416306
S1765,95.0,80.0,83.0,80.0,66.0,67.0,81.0,3.0,1.0,5.0,4.0,3.0,4.0,0.6932120208290181,0.30836324388344494,0.9629938318266964
S1766,81.0,89.0,93.0,88.0,69.0,64.0,98.0,1.0,1.0,3.0,4.0,4.0,4.0,0.34271690116641507,0.983254023818947,0.19198972865646347
S1767,93.0,97.0,69.0,68.0,91.0,64.0,94.0,1.0,2.0,2.0,4.0,4.0,5.0,0.9996495343405326,0.07590564990860005,0.7132398817256519
S1768,70.0,75.0,86.0,79.0,60.0,85.0,70.0,3.0,1.0,5.0,4.0,2.0,2.0,0.7404415860458121,0.6795746869647934,0.7776067676462705
S1769,74.0,98.0,99.0,77.0,83.0,87.0,84.0,5.0,2.0,2.0,3.0,4.0,5.0,0.4718329416475755,0.05411394657590751,0.3577532927344881
S1770,82.0,70.0,92.0,75.0,95.0,82.0,65.0,1.0,1.0,4.0,1.0,2.0,3.0,0.6423144972001485,0.646247047300883,0.1951938323133201
S1771,83.0,97.0,65.0,69.0,81.0,82.0,64.0,5.0,5.0,2.0,4.0,3.0,1.0,0.25300520630988,0.48669813788244776,0.7286105227122195
S1772,87.0,68.0,98.0,87.0,84.0,97.0,86.0,5.0,5.0,4.0,3.0,1.0,5.0,0.8527981030024561,0.08648484804092271,0.9256199156722124
S1773,83.0,75.0,61.0,61.0,64.0,80.0,69.0,5.0,1.0,3.0,3.0,3.0,5.0,0.9277316625459749,0.007933742097972596,0.5064095756753021
S1774,77.0,85.0,79.0,95.0,80.0,61.0,92.0,2.0,5.0,4.0,4.0,5.0,5.0,0.5871442640413287,0.5537134291234408,0.6157716575281936
S1775,82.0,98.0,90.0,63.0,62.0,96.0,69.0,1.0,3.0,1.0,4.0,4.0,2.0,0.5033512818629396,0.2938069137666759,0.09570438616071497
S1776,91.0,95.0,86.0,78.0,97.0,60.0,85.0,3.0,3.0,4.0,1.0,5.0,3.0,0.20837941058865372,0.7402551137879775,0.24106351863197595
S1777,72.0,94.0,61.0,81.0,98.0,87.0,61.0,5.0,4.0,2.0,4.0,5.0,4.0,0.8297103356277298,0.4034883670045254,0.4144758548981248
S1778,70.0,96.0,85.0,87.0,85.0,76.0,62.0,3.0,5.0,5.0,2.0,3.0,1.0,0.8684987411819315,0.21428882827639484,0.1896192366998316
S1779,73.0,75.0,95.0,87.0,87.0,84.0,68.0,2.0,3.0,1.0,5.0,2.0,5.0,0.9854064055278317,0.540604440258069,0.1905207040576561
S1780,70.0,96.0,80.0,61.0,93.0,72.0,64.0,5.0,5.0,3.0,1.0,3.0,5.0,0.16580483004483748,0.8616649693260059,0.5998459671374714
S1781,70.0,88.0,87.0,87.0,64.0,79.0,96.0,2.0,5.0,1.0,3.0,1.0,3.0,0.11503825428176595,0.8869080885562601,0.44390500568062086
S1782,98.0,69.0,91.0,88.0,61.0,60.0,79.0,1.0,1.0,3.0,3.0,3.0,4.0,0.9893572721303915,0.28176032768588766,0.528817231448206
S1783,60.0,63.0,74.0,89.0,65.0,97.0,60.0,1.0,4.0,4.0,5.0,4.0,4.0,0.17310028073263073,0.43970597868998873,0.1765375490093355
S1784,66.0,64.0,66.0,95.0,62.0,71.0,74.0,3.0,3.0,2.0,1.0,4.0,4.0,0.3072310865189316,0.2698657378199687,0.28309393225719204
S1785,79.0,80.0,91.0,71.0,96.0,99.0,66.0,1.0,3.0,3.0,1.0,1.0,3.0,0.9698263113913312,0.038446485788183105,0.49686152537340966
S1786,90.0,60.0,70.0,93.0,78.0,70.0,92.0,1.0,3.0,1.0,3.0,2.0,3.0,0.6292458042643282,0.6607613744440051,0.7545456881329851
S1787,92.0,67.0,67.0,93.0,99.0,86.0,88.0,3.0,4.0,3.0,1.0,5.0,1.0,0.7609654082263794,0.9555029824359602,0.7556679546037096
S1788,73.0,93.0,96.0,60.0,68.0,69.0,89.0,4.0,1.0,2.0,5.0,5.0,4.0,0.8236892491731616,0.5323154152526205,0.6576733438233239
